story_id,genre
002003fd-49b4-42ef-9a9d-36350cb53aae,action
002003fd-49b4-42ef-9a9d-36350cb53aae,adventure
002003fd-49b4-42ef-9a9d-36350cb53aae,cyberpunk
002003fd-49b4-42ef-9a9d-36350cb53aae,drama
002003fd-49b4-42ef-9a9d-36350cb53aae,parody
14075cc1-270c-4923-8802-e6607ef43bdb,crime
14075cc1-270c-4923-8802-e6607ef43bdb,dark_fantasy
14075cc1-270c-4923-8802-e6607ef43bdb,historical_fiction
14075cc1-270c-4923-8802-e6607ef43bdb,isekai
14075cc1-270c-4923-8802-e6607ef43bdb,josei
14075cc1-270c-4923-8802-e6607ef43bdb,space_opera
2ffb0fcb-ec44-48e5-aabf-8046dcc2da40,action
2ffb0fcb-ec44-48e5-aabf-8046dcc2da40,horror
2ffb0fcb-ec44-48e5-aabf-8046dcc2da40,isekai
2ffb0fcb-ec44-48e5-aabf-8046dcc2da40,josei
2ffb0fcb-ec44-48e5-aabf-8046dcc2da40,shoujo_ai
2ffb0fcb-ec44-48e5-aabf-8046dcc2da40,shounen_ai
8b549825-37ab-4753-a298-18eb8884ea0c,action
8b549825-37ab-4753-a298-18eb8884ea0c,adventure
8b549825-37ab-4753-a298-18eb8884ea0c,comedy
8b549825-37ab-4753-a298-18eb8884ea0c,crime
8fa4f214-d483-45ca-8fcb-c7c8b0297b9b,action
8fa4f214-d483-45ca-8fcb-c7c8b0297b9b,adventure
8fa4f214-d483-45ca-8fcb-c7c8b0297b9b,comedy
8fa4f214-d483-45ca-8fcb-c7c8b0297b9b,dystopian_fiction
8fa4f214-d483-45ca-8fcb-c7c8b0297b9b,gothic_fiction
8fa4f214-d483-45ca-8fcb-c7c8b0297b9b,shonen
9663115f-64e2-4149-9016-c858e58caacf,action
9663115f-64e2-4149-9016-c858e58caacf,adventure
9663115f-64e2-4149-9016-c858e58caacf,comedy
9663115f-64e2-4149-9016-c858e58caacf,crime
9663115f-64e2-4149-9016-c858e58caacf,shonen
a62a6392-78ba-43bd-bbfd-dd2137bfa76c,fiction
a62a6392-78ba-43bd-bbfd-dd2137bfa76c,gothic_fiction
a62a6392-78ba-43bd-bbfd-dd2137bfa76c,harem
a62a6392-78ba-43bd-bbfd-dd2137bfa76c,historical
a62a6392-78ba-43bd-bbfd-dd2137bfa76c,romance
aca3784c-1561-427a-bbaf-d0d3e5e1f8bf,action
aca3784c-1561-427a-bbaf-d0d3e5e1f8bf,adventure
aca3784c-1561-427a-bbaf-d0d3e5e1f8bf,comedy
aca3784c-1561-427a-bbaf-d0d3e5e1f8bf,romance
aca3784c-1561-427a-bbaf-d0d3e5e1f8bf,shounen_ai
de521c86-4880-4237-a0c8-9f4ab538a480,comedy
de521c86-4880-4237-a0c8-9f4ab538a480,cyberpunk
de521c86-4880-4237-a0c8-9f4ab538a480,dystopian_fiction
ed27739c-928e-4345-ba1d-50ed70ff76c7,action
ed27739c-928e-4345-ba1d-50ed70ff76c7,adventure
ed27739c-928e-4345-ba1d-50ed70ff76c7,comedy
ed27739c-928e-4345-ba1d-50ed70ff76c7,crime
ed27739c-928e-4345-ba1d-50ed70ff76c7,cyberpunk
ffa4e526-6c2c-4456-9594-9b7b65aa53e5,action
ffa4e526-6c2c-4456-9594-9b7b65aa53e5,adventure
ffa4e526-6c2c-4456-9594-9b7b65aa53e5,comedy
ffa4e526-6c2c-4456-9594-9b7b65aa53e5,crime
ffa4e526-6c2c-4456-9594-9b7b65aa53e5,cyberpunk
ffa4e526-6c2c-4456-9594-9b7b65aa53e5,dark_fantasy
ffa4e526-6c2c-4456-9594-9b7b65aa53e5,detective
ffa4e526-6c2c-4456-9594-9b7b65aa53e5,drama
ffa4e526-6c2c-4456-9594-9b7b65aa53e5,dystopian_fiction
ffa4e526-6c2c-4456-9594-9b7b65aa53e5,ecchi
ffa4e526-6c2c-4456-9594-9b7b65aa53e5,fairy_tale
ffa4e526-6c2c-4456-9594-9b7b65aa53e5,fantasy
ffa4e526-6c2c-4456-9594-9b7b65aa53e5,fiction
ffa4e526-6c2c-4456-9594-9b7b65aa53e5,gekiga
ffa4e526-6c2c-4456-9594-9b7b65aa53e5,gothic_fiction
ffa4e526-6c2c-4456-9594-9b7b65aa53e5,harem
ffa4e526-6c2c-4456-9594-9b7b65aa53e5,high_fantasy
ffa4e526-6c2c-4456-9594-9b7b65aa53e5,historical
ffa4e526-6c2c-4456-9594-9b7b65aa53e5,historical_fiction
ffa4e526-6c2c-4456-9594-9b7b65aa53e5,horror
ffa4e526-6c2c-4456-9594-9b7b65aa53e5,isekai
ffa4e526-6c2c-4456-9594-9b7b65aa53e5,josei
ffa4e526-6c2c-4456-9594-9b7b65aa53e5,kodomo
ffa4e526-6c2c-4456-9594-9b7b65aa53e5,literary_fiction
ffa4e526-6c2c-4456-9594-9b7b65aa53e5,low_fantasy
