id,story_id,parent_id,title,type,order_index,view,number_of_children,updated_at,created_at,plain_text,search_vector,is_deleted,poster_id
000dea4c-c3f4-4ed2-9597-35ed71b3a667,14075cc1-270c-4923-8802-e6607ef43bdb,,,chapter,47,0,0,2026-02-13 13:00:22.454,2026-02-13 13:00:22.454,,,false,
00128d79-3434-4a59-80b7-dd15d68dbf86,aca3784c-1561-427a-bbaf-d0d3e5e1f8bf,,,chapter,131,0,0,2026-02-13 12:36:00.707,2026-02-13 12:36:00.707,,,false,
0018959c-ef16-4814-b6df-1fd9d064c579,a62a6392-78ba-43bd-bbfd-dd2137bfa76c,,,chapter,161,0,0,2026-02-13 14:48:20.657,2026-02-13 14:48:20.657,,,false,
0025c339-cea7-4565-95eb-701bd148aaf1,fdf1254b-61db-4b13-9b3d-d337db80991b,,,chapter,99,0,0,2026-02-13 19:33:19.843,2026-02-13 19:33:19.843,,,false,
00341547-7e56-4e76-88c5-c38433335837,aca3784c-1561-427a-bbaf-d0d3e5e1f8bf,,,chapter,13,0,0,2026-02-13 12:35:34.779,2026-02-13 12:35:34.779,,,false,
0060f9eb-4fb8-4aba-8165-ab09a0b70a35,9663115f-64e2-4149-9016-c858e58caacf,,,chapter,257,0,0,2026-02-13 18:12:56.565,2026-02-13 18:12:56.565,,,false,
0070d876-c5d9-488c-a1db-66bf3003ddf5,002003fd-49b4-42ef-9a9d-36350cb53aae,,,chapter,270,0,0,2026-02-13 19:05:29.187,2026-02-13 19:05:29.187,,,false,
007443ee-0d2f-4fff-97f2-ca892389d7bd,9663115f-64e2-4149-9016-c858e58caacf,,,chapter,477,0,0,2026-02-13 21:11:19.852,2026-02-13 21:11:19.852,,,false,
0093b1ef-d621-4506-b648-71170714a2c3,cedf2076-9db7-4967-9b30-61c1cbd0dbbe,fb171160-e164-4ad8-8e7b-cffe9ff3e57e,,chapter,61,0,0,2026-02-13 20:55:03.942,2026-02-13 20:55:03.942,,,false,
00a74be6-264c-42da-9618-9f01fb743131,002003fd-49b4-42ef-9a9d-36350cb53aae,,,chapter,168,0,0,2026-02-13 14:43:03.812,2026-02-13 14:43:03.812,,,false,
00b2be97-0d68-485a-aa99-00f8f280362f,cedf2076-9db7-4967-9b30-61c1cbd0dbbe,232b3af8-000e-49c3-9a1c-c95929fbefc7,,chapter,51,0,0,2026-02-13 18:59:33.759,2026-02-13 18:59:33.759,,,false,
00bb589e-9908-4e52-9993-65bdafdd7d40,ed27739c-928e-4345-ba1d-50ed70ff76c7,,,chapter,21,0,0,2026-02-13 12:02:06.424,2026-02-13 12:02:06.424,,,false,
00dd1747-7478-4f7f-846e-e5baacff1966,cedf2076-9db7-4967-9b30-61c1cbd0dbbe,fb171160-e164-4ad8-8e7b-cffe9ff3e57e,,chapter,227,0,0,2026-02-13 19:23:20.657,2026-02-13 19:23:20.657,,,false,
010d8ce4-d1b9-4452-a6d1-7ec05f016c4b,de521c86-4880-4237-a0c8-9f4ab538a480,,,chapter,140,0,0,2026-02-13 13:10:36.111,2026-02-13 13:10:36.111,,,false,
0139f944-e905-46ec-9201-27083afa5489,cedf2076-9db7-4967-9b30-61c1cbd0dbbe,fb171160-e164-4ad8-8e7b-cffe9ff3e57e,,chapter,264,0,0,2026-02-13 19:54:20.024,2026-02-13 19:54:20.024,,,false,
013f53a6-e3e7-4dc3-8ff5-b4e2d6c6c7a6,14075cc1-270c-4923-8802-e6607ef43bdb,,,chapter,7,0,0,2026-02-13 14:32:19.349,2026-02-13 14:32:19.349,,,false,
01570a80-d474-4390-9d74-5e7cbafb2d03,cedf2076-9db7-4967-9b30-61c1cbd0dbbe,fb171160-e164-4ad8-8e7b-cffe9ff3e57e,,chapter,257,0,0,2026-02-13 19:53:13.421,2026-02-13 19:53:13.421,,,false,
016f67db-5c6c-4fd3-b42c-89b644326ee0,cedf2076-9db7-4967-9b30-61c1cbd0dbbe,232b3af8-000e-49c3-9a1c-c95929fbefc7,,chapter,162,0,0,2026-02-13 17:05:10.706,2026-02-13 17:05:10.706,,,false,
017d8e5f-0037-409b-890d-cb7c3d748b21,9663115f-64e2-4149-9016-c858e58caacf,,,chapter,190,0,0,2026-02-13 15:49:56.946,2026-02-13 15:49:56.946,,,false,
019000f9-5cee-4b8d-9473-55e6ab232b51,8b549825-37ab-4753-a298-18eb8884ea0c,,,chapter,53.5,0,0,2026-02-13 15:09:05.713,2026-02-13 15:09:05.713,,,false,
01a967dd-3933-45a1-8539-351f08579aea,8b549825-37ab-4753-a298-18eb8884ea0c,,,chapter,2,0,0,2026-02-13 12:45:02.566,2026-02-13 12:45:02.566,,,false,
01acae77-b48f-4195-ae44-776dce6fc775,cedf2076-9db7-4967-9b30-61c1cbd0dbbe,fb171160-e164-4ad8-8e7b-cffe9ff3e57e,,chapter,21,0,0,2026-02-13 18:42:41.705,2026-02-13 18:42:41.705,,,false,
01d779ff-b928-42c5-826a-a99f5fa533b6,de521c86-4880-4237-a0c8-9f4ab538a480,,,chapter,57,0,0,2026-02-13 16:40:38.933,2026-02-13 16:40:38.933,,,false,
01f46cf3-301d-4aec-a8ec-dd079a091ad6,9663115f-64e2-4149-9016-c858e58caacf,,,chapter,126,0,0,2026-02-13 11:57:17.525,2026-02-13 11:57:17.525,,,false,
01f7421d-114c-44b7-9bb6-428aff9fba88,a62a6392-78ba-43bd-bbfd-dd2137bfa76c,,,chapter,112,0,0,2026-02-13 11:41:13.537,2026-02-13 11:41:13.537,,,false,
01fb1b9e-bb7f-4504-a91f-b6ad84605b9f,9663115f-64e2-4149-9016-c858e58caacf,,,chapter,463,0,0,2026-02-13 21:08:43.322,2026-02-13 21:08:43.322,,,false,
02124746-4139-447d-8822-50a80b91fd35,6cd1eddf-e97d-4451-9fac-62ed159cee16,,,chapter,11,0,0,2026-02-13 11:18:22.068,2026-02-13 11:18:22.068,,,false,
02241d0b-0ca2-42fa-a12e-eed09eb3d4c7,a62a6392-78ba-43bd-bbfd-dd2137bfa76c,,,chapter,176,0,0,2026-02-13 15:33:34.231,2026-02-13 15:33:34.231,,,false,
022474b3-4156-403a-b7f0-82d8f3844d39,2ffb0fcb-ec44-48e5-aabf-8046dcc2da40,,,chapter,32,0,0,2026-02-13 13:18:54.636,2026-02-13 13:18:54.636,,,false,
022e5180-f456-4656-ab86-4e2394b16fff,6cd1eddf-e97d-4451-9fac-62ed159cee16,,,chapter,105,0,0,2026-02-13 11:17:36.778,2026-02-13 11:17:36.778,,,false,
02650416-7e7b-46bc-824e-b94ce11a3e53,ed27739c-928e-4345-ba1d-50ed70ff76c7,,,chapter,47,0,0,2026-02-13 12:53:14.557,2026-02-13 12:53:14.557,,,false,
0283710c-e62c-4c06-aa7f-b594cda80f12,b582605b-4a7e-45cd-97e7-30047456ba68,,,chapter,63,0,0,2026-02-13 14:50:55.4,2026-02-13 14:50:55.4,,,false,
029b6ebf-ea56-4346-b010-165a90e964d3,ed27739c-928e-4345-ba1d-50ed70ff76c7,,,chapter,53,0,0,2026-02-13 13:43:14.927,2026-02-13 13:43:14.927,,,false,
02b0fe5e-86ac-4819-8b7f-3d436ae93033,aca3784c-1561-427a-bbaf-d0d3e5e1f8bf,,,chapter,336,0,0,2026-02-13 19:34:51.386,2026-02-13 19:34:51.386,,,false,
02c540e3-ed09-4ecc-9e4d-e694e8c50281,9663115f-64e2-4149-9016-c858e58caacf,,,chapter,121,0,0,2026-02-13 11:56:31.334,2026-02-13 11:56:31.334,,,false,
02c9a9b1-e023-429b-89a1-6a12e43004b6,fdf1254b-61db-4b13-9b3d-d337db80991b,,,chapter,152,0,0,2026-02-13 13:28:38.501,2026-02-13 13:28:38.501,,,false,
02e9ee5d-d6d3-4c2d-98a6-65a1a019ea58,9663115f-64e2-4149-9016-c858e58caacf,,,chapter,15,0,0,2026-02-13 13:38:03.423,2026-02-13 13:38:03.423,,,false,
02ebf585-8cd5-46e0-9e72-05445f04da90,fdf1254b-61db-4b13-9b3d-d337db80991b,,,chapter,230,0,0,2026-02-13 17:25:48.345,2026-02-13 17:25:48.345,,,false,
02faee8e-c70e-45af-81e1-3fdcb9cf37a1,002003fd-49b4-42ef-9a9d-36350cb53aae,,,chapter,226,0,0,2026-02-13 17:44:23.629,2026-02-13 17:44:23.629,,,false,
0308fc00-3d4d-49c4-bdb8-c65f2f7a817b,aca3784c-1561-427a-bbaf-d0d3e5e1f8bf,,,chapter,20,0,0,2026-02-13 15:47:40.777,2026-02-13 15:47:40.777,,,false,
030906ca-20a8-488d-9f8c-cad6b9f0b878,2ffb0fcb-ec44-48e5-aabf-8046dcc2da40,,,chapter,43,0,0,2026-02-13 13:21:22.447,2026-02-13 13:21:22.447,,,false,
03303977-d776-4782-8db2-92b3cdf88181,cedf2076-9db7-4967-9b30-61c1cbd0dbbe,232b3af8-000e-49c3-9a1c-c95929fbefc7,,chapter,77,0,0,2026-02-13 19:22:43.88,2026-02-13 19:22:43.88,,,false,
0330e51e-689c-4169-9db6-a0ac3e5c5351,aca3784c-1561-427a-bbaf-d0d3e5e1f8bf,,,chapter,315,0,0,2026-02-13 19:15:37.06,2026-02-13 19:15:37.06,,,false,
0337b914-cd0f-485b-8368-f210674b14ad,cedf2076-9db7-4967-9b30-61c1cbd0dbbe,232b3af8-000e-49c3-9a1c-c95929fbefc7,,chapter,3,0,0,2026-02-13 18:14:21.557,2026-02-13 18:14:21.557,,,false,
0337ef54-c1d3-411a-b18a-535fb008f3c9,002003fd-49b4-42ef-9a9d-36350cb53aae,,,chapter,46,0,0,2026-02-13 19:27:10.011,2026-02-13 19:27:10.011,,,false,
03415933-5aaa-4c59-8905-ef4cb7530276,8b549825-37ab-4753-a298-18eb8884ea0c,,,chapter,25,0,0,2026-02-13 13:39:56.245,2026-02-13 13:39:56.245,,,false,
0367e9ff-0a97-4e10-bba8-f6f24408b539,cedf2076-9db7-4967-9b30-61c1cbd0dbbe,fb171160-e164-4ad8-8e7b-cffe9ff3e57e,,chapter,182,0,0,2026-02-13 17:44:15.537,2026-02-13 17:44:15.537,,,false,
0372f171-bcd7-4db8-9289-a64bbf5adbc7,a62a6392-78ba-43bd-bbfd-dd2137bfa76c,,,chapter,203,0,0,2026-02-13 16:44:17.722,2026-02-13 16:44:17.722,,,false,
03948c57-869c-4c11-9f14-3d06c037c0cb,9663115f-64e2-4149-9016-c858e58caacf,,,chapter,55,0,0,2026-02-13 21:18:55.528,2026-02-13 21:18:55.528,,,false,
03b1c7fe-80fa-4b7f-889d-87c0ad637faf,2ffb0fcb-ec44-48e5-aabf-8046dcc2da40,,,chapter,25,0,0,2026-02-13 12:27:07.74,2026-02-13 12:27:07.74,,,false,
03d473dc-ccec-4004-b871-4d208afd64c3,6cd1eddf-e97d-4451-9fac-62ed159cee16,,,chapter,6,0,0,2026-02-13 15:16:15.133,2026-02-13 15:16:15.133,,,false,
03e16d44-17c3-4e5e-9849-a092760564ea,b582605b-4a7e-45cd-97e7-30047456ba68,,,chapter,34,0,0,2026-02-13 13:16:39.899,2026-02-13 13:16:39.899,,,false,
03ef9de3-641c-4900-9341-2d78ad4fd5a8,cedf2076-9db7-4967-9b30-61c1cbd0dbbe,fb171160-e164-4ad8-8e7b-cffe9ff3e57e,,chapter,63,0,0,2026-02-13 20:55:22.829,2026-02-13 20:55:22.829,,,false,
03efb259-1974-4d94-8091-dd79d27cb7ce,ed27739c-928e-4345-ba1d-50ed70ff76c7,,,chapter,77,0,0,2026-02-13 15:11:11.701,2026-02-13 15:11:11.701,,,false,
04087714-b387-4afd-9133-5ae067b00e86,9663115f-64e2-4149-9016-c858e58caacf,,,chapter,311,0,0,2026-02-13 19:37:38.847,2026-02-13 19:37:38.847,,,false,
042244a0-967d-4a69-bd40-7f6f5f8d57e9,b582605b-4a7e-45cd-97e7-30047456ba68,,,chapter,81,0,0,2026-02-13 15:36:02.333,2026-02-13 15:36:02.333,,,false,
04323ac4-0030-4bae-8096-2ec40cb35f97,aca3784c-1561-427a-bbaf-d0d3e5e1f8bf,,,chapter,123,0,0,2026-02-13 11:54:07.525,2026-02-13 11:54:07.525,,,false,
043db835-5d62-4608-a888-c8203560dc0f,002003fd-49b4-42ef-9a9d-36350cb53aae,,,chapter,60,0,0,2026-02-13 19:44:57.303,2026-02-13 19:44:57.303,,,false,
043ee5f6-dcd4-4d94-b249-38172419586d,2ffb0fcb-ec44-48e5-aabf-8046dcc2da40,,,chapter,102,0,0,2026-02-13 11:45:03.848,2026-02-13 11:45:03.848,,,false,
0441b6fb-89da-47c7-84e3-56cfd122575f,a62a6392-78ba-43bd-bbfd-dd2137bfa76c,,,chapter,123,0,0,2026-02-13 12:23:03.243,2026-02-13 12:23:03.243,,,false,
044dc99d-157c-435d-a961-5cdf02e3e076,14075cc1-270c-4923-8802-e6607ef43bdb,,,chapter,72,0,0,2026-02-13 14:32:32.991,2026-02-13 14:32:32.991,,,false,
045d7404-1fb5-4f3f-ba9d-a79c74eb4a3b,a62a6392-78ba-43bd-bbfd-dd2137bfa76c,,,chapter,110,0,0,2026-02-13 11:40:56.936,2026-02-13 11:40:56.936,,,false,
0477fc35-ea99-41f9-9192-2654cbe8db1b,fdf1254b-61db-4b13-9b3d-d337db80991b,,,chapter,138,0,0,2026-02-13 12:33:53.136,2026-02-13 12:33:53.136,,,false,
04d51606-e8b1-465e-b6f1-c20d704bde9a,002003fd-49b4-42ef-9a9d-36350cb53aae,,,chapter,176,0,0,2026-02-13 15:29:10.862,2026-02-13 15:29:10.862,,,false,
04d85d30-7e3f-45ca-8ace-e7777d751dce,de521c86-4880-4237-a0c8-9f4ab538a480,,,chapter,80,0,0,2026-02-13 17:19:01.605,2026-02-13 17:19:01.605,,,false,
04dcb48f-b968-4afe-b44e-d93229a16bab,ed27739c-928e-4345-ba1d-50ed70ff76c7,,,chapter,5,0,0,2026-02-13 13:42:26.204,2026-02-13 13:42:26.204,,,false,
04e9753c-841c-45b5-9efb-24a707e74374,8fa4f214-d483-45ca-8fcb-c7c8b0297b9b,,,chapter,193,0,0,2026-02-13 16:17:14.835,2026-02-13 16:17:14.835,,,false,
04ffec2a-8b34-4aee-b1ba-911be73e3343,fdf1254b-61db-4b13-9b3d-d337db80991b,,,chapter,117,0,0,2026-02-13 11:50:06.366,2026-02-13 11:50:06.366,,,false,
050137ff-1672-4b7f-a367-923fee06f93e,fdf1254b-61db-4b13-9b3d-d337db80991b,,,chapter,202,0,0,2026-02-13 16:18:58.918,2026-02-13 16:18:58.918,,,false,
050b4343-9300-4db5-955c-5f465557c10b,a62a6392-78ba-43bd-bbfd-dd2137bfa76c,,,chapter,21,0,0,2026-02-13 16:45:38.248,2026-02-13 16:45:38.248,,,false,
0543be1a-7451-4253-8dcb-d6a68a6351bc,9663115f-64e2-4149-9016-c858e58caacf,,,chapter,318,0,0,2026-02-13 19:49:52.942,2026-02-13 19:49:52.942,,,false,
