id,url,width,height,is_deleted,public_id
0000444d-a993-40d1-9d4b-e15b1c59b4db,https://res.cloudinary.com/dje88gzxb/image/upload/v1771004268/Mangament/manga/Dragon%20Ball%20Z/chapter%20241/rmp5tdprrupcbtnmmkes.jpg,865,1300,false,
00010287-fc0b-4c61-ab3d-3a43775cfab8,https://res.cloudinary.com/dje88gzxb/image/upload/v1771009650/Mangament/manga/Jujutsu%20Kaisen%20-%20Ch%C3%BA%20Thu%E1%BA%ADt%20H%E1%BB%93i%20Chi%E1%BA%BFn/chapter%2033/ketowgh8wlfyhma8dmpv.jpg,775,1113,false,
00011ea3-92eb-422d-81d9-7e5fc749213c,https://res.cloudinary.com/dje88gzxb/image/upload/v1770997140/Mangament/manga/V%C6%B0%C6%A1ng%20qu%E1%BB%91c%20B%E1%BA%A3o%20th%E1%BA%A1ch/chapter%2078/eeurg0wzorouaor16sxh.jpg,900,1293,false,
000134ec-aeb9-4012-a191-2e86e4bc2583,https://res.cloudinary.com/dje88gzxb/image/upload/v1771006807/Mangament/manga/Jujutsu%20Kaisen%20-%20Ch%C3%BA%20Thu%E1%BA%ADt%20H%E1%BB%93i%20Chi%E1%BA%BFn/chapter%20247/cd4wykcb1gwi97guyjod.jpg,900,1311,false,
0001363f-4574-4335-b788-685562ede8df,https://res.cloudinary.com/dje88gzxb/image/upload/v1771006322/Mangament/manga/Dragon%20Ball%20Z/chapter%20255/zsrnyjwwioqkpqhllqix.jpg,865,1300,false,
0002c79f-884f-4a56-8e74-b453bd23f07d,https://res.cloudinary.com/dje88gzxb/image/upload/v1770985016/Mangament/manga/Monster/chapter%20116/qjy328yuf97g4llrmnqp.jpg,700,1191,false,
0002ee25-abbe-4aad-8d1e-7ef4cd213555,https://res.cloudinary.com/dje88gzxb/image/upload/v1771016156/Mangament/manga/Nh%E1%BA%A5t%20Qu%E1%BB%B7%20Nh%C3%AC%20Ma%2C%20Th%E1%BB%A9%20Ba%20Takagi/Volume%202/chapter%2066/h9arzixxfpwv1se0ueux.jpg,1000,500,false,
0003b82f-1775-45fc-b21f-d5dc85b28160,https://res.cloudinary.com/dje88gzxb/image/upload/v1770990475/Mangament/manga/H%E1%BA%A3o%20V%E1%BB%8B%20H%E1%BA%A7m%20Ng%E1%BB%A5c/chapter%2053/ruv99onree1idldp5ph6.jpg,950,1366,false,
0004e2e7-8446-455d-8ff4-d80e5066a01d,https://res.cloudinary.com/dje88gzxb/image/upload/v1771016091/Mangament/manga/Nh%E1%BA%A5t%20Qu%E1%BB%B7%20Nh%C3%AC%20Ma%2C%20Th%E1%BB%A9%20Ba%20Takagi/Volume%202/chapter%206/rzec3qbnjlll8dfn9lyt.jpg,1000,1418,false,
00051436-f8b6-40e8-991b-01bd86fffe4e,https://res.cloudinary.com/dje88gzxb/image/upload/v1771008059/Mangament/manga/Nh%E1%BA%A5t%20Qu%E1%BB%B7%20Nh%C3%AC%20Ma%2C%20Th%E1%BB%A9%20Ba%20Takagi/Volume%202/chapter%2020.5/m0mltltiltzl1zv2cjzw.jpg,836,1200,false,
0006ccbc-921a-473b-a16f-ca314e74e55d,https://res.cloudinary.com/dje88gzxb/image/upload/v1770981395/Mangament/manga/Horimiya/chapter%201/ggpcau9br0cuyedio86j.jpg,809,1173,false,
00077e10-9ef8-4ab1-8e76-de0f649d7410,https://res.cloudinary.com/dje88gzxb/image/upload/v1771015556/Mangament/manga/Dragon%20Ball%20Z/chapter%20414/ohlempqkci2kdaryk5dp.jpg,1000,1500,false,
00078650-f506-4a6f-9c75-ab5bb6da1591,https://res.cloudinary.com/dje88gzxb/image/upload/v1771009954/Mangament/manga/Thanh%20G%C6%B0%C6%A1m%20Di%E1%BB%87t%20Qu%E1%BB%B7/chapter%209/ywn8dqvmfijnqesoijhq.jpg,959,1400,false,
00086758-648a-4a76-a238-ba767ef28bd0,https://res.cloudinary.com/dje88gzxb/image/upload/v1771011867/Mangament/manga/Jujutsu%20Kaisen%20-%20Ch%C3%BA%20Thu%E1%BA%ADt%20H%E1%BB%93i%20Chi%E1%BA%BFn/chapter%2057/k7ebmybcpj6skwop9cae.jpg,757,1106,false,
000936d4-4073-4324-914a-3a6507a53fcc,https://res.cloudinary.com/dje88gzxb/image/upload/v1770987948/Mangament/manga/Jujutsu%20Kaisen%20-%20Ch%C3%BA%20Thu%E1%BA%ADt%20H%E1%BB%93i%20Chi%E1%BA%BFn/chapter%20133/jpu5aupsbpnb9ftuqnvo.jpg,1000,381,false,
000be76b-3fba-4f0c-afe6-9642cdc88189,https://res.cloudinary.com/dje88gzxb/image/upload/v1770982512/Mangament/manga/Monster/chapter%20107/ovi1tton1zcn5xjsde2h.jpg,700,1186,false,
000ced2e-6efc-468e-af7e-32de2b4bc5ac,https://res.cloudinary.com/dje88gzxb/image/upload/v1770991727/Mangament/manga/Thanh%20G%C6%B0%C6%A1m%20Di%E1%BB%87t%20Qu%E1%BB%B7/chapter%20149/ijne2kfxscwxaxrty4v8.jpg,959,1400,false,
000dc64b-35e7-4eb3-8049-b651cc5c0d05,https://res.cloudinary.com/dje88gzxb/image/upload/v1770996098/Mangament/manga/Nh%E1%BA%A5t%20Qu%E1%BB%B7%20Nh%C3%AC%20Ma%2C%20Th%E1%BB%A9%20Ba%20Takagi/Volume%201/chapter%20114/kwwk57shqhnbvry2dp3f.jpg,969,1400,false,
000e13d8-37ac-4497-941b-872ed5faeb33,https://res.cloudinary.com/dje88gzxb/image/upload/v1771010787/Mangament/manga/Jujutsu%20Kaisen%20-%20Ch%C3%BA%20Thu%E1%BA%ADt%20H%E1%BB%93i%20Chi%E1%BA%BFn/chapter%2041/oqblcspx5rssyw5owki4.jpg,841,1227,false,
000e99c6-aec1-4be3-aa01-7e9333611725,https://res.cloudinary.com/dje88gzxb/image/upload/v1770983098/Mangament/manga/V%C6%B0%C6%A1ng%20qu%E1%BB%91c%20B%E1%BA%A3o%20th%E1%BA%A1ch/chapter%20101/bqsrzlomjxx49zmflgje.jpg,900,1293,false,
00100373-56da-49a1-9ee3-171cf48eee89,https://res.cloudinary.com/dje88gzxb/image/upload/v1770991832/Mangament/manga/Dr.stone/chapter%20160/qgn0nimwaettzbxns2ze.jpg,1000,1485,false,
0010a128-0c40-4c66-819e-7dbc77301ef8,https://res.cloudinary.com/dje88gzxb/image/upload/v1770997818/Mangament/manga/Dragon%20Ball%20Z/chapter%20192/zlg1icayzbyjqynyhfyq.jpg,865,1300,false,
0011380f-2cc1-410a-83dd-404dfd0d97a1,https://res.cloudinary.com/dje88gzxb/image/upload/v1771005426/Mangament/manga/Thanh%20G%C6%B0%C6%A1m%20Di%E1%BB%87t%20Qu%E1%BB%B7/chapter%2040/w8bg0naxvttycvb5ujfh.jpg,1000,500,false,
001139d8-972f-4863-9609-154be6d4f120,https://wvndbmnkdnpafialnxlh.supabase.co/storage/v1/object/public/avatar/avatar.png,,,false,
001139d8-972f-4863-9609-154be6d4f128,https://res.cloudinary.com/dje88gzxb/image/upload/v1770990545/Mangament/manga/H%E1%BA%A3o%20V%E1%BB%8B%20H%E1%BA%A7m%20Ng%E1%BB%A5c/chapter%206/tarnrb0fpxhururye7ji.jpg,1000,1422,false,
0011d770-bb5e-4806-9f33-a953b034a4be,https://res.cloudinary.com/dje88gzxb/image/upload/v1770990150/Mangament/manga/Dragon%20Ball%20Super/chapter%205/ekgqi2ayli1jasqxjbyx.jpg,1000,1472,false,
0013c424-d14f-4d50-acd9-c5f97802eed9,https://res.cloudinary.com/dje88gzxb/image/upload/v1770981696/Mangament/manga/Jujutsu%20Kaisen%20-%20Ch%C3%BA%20Thu%E1%BA%ADt%20H%E1%BB%93i%20Chi%E1%BA%BFn/chapter%201/m2rf2s9wlre3scvyvdff.jpg,959,1400,false,
0015e661-3bed-4d0f-8e3c-f61570637cef,https://res.cloudinary.com/dje88gzxb/image/upload/v1771017708/Mangament/manga/Dragon%20Ball%20Z/chapter%2071/tzmwbkzacytldjzvvvaw.jpg,865,1300,false,
001607cf-5e47-4e25-ac23-b723b7ad0843,https://res.cloudinary.com/dje88gzxb/image/upload/v1771009750/Mangament/manga/Nisekoi/chapter%2071/tkxeg8sqk5x0xp6eittx.png,879,1300,false,
001664b5-ace3-4b9d-9267-75107a057f2b,https://res.cloudinary.com/dje88gzxb/image/upload/v1771016884/Mangament/manga/Nh%E1%BA%A5t%20Qu%E1%BB%B7%20Nh%C3%AC%20Ma%2C%20Th%E1%BB%A9%20Ba%20Takagi/Volume%202/chapter%2097/zatb1suyf5hzopxzu9h5.jpg,960,1361,false,
